code,manufacturer,description_ko,description_en,summary_ko,summary_en,tts_phrase
P236C,GENERIC,실린더 12의 압력이 너무 높습니다.,Cylinder 12 Pressure Too High,압력 과다,Cylinder 12 Pressure Too High,"운전 중인 경우, 실린더 12에센서 압력이 예상보다 높아 문제가 발생했습니다."
P236D,GENERIC,"실린더 12 압축 불량, 낮음",Cylinder 12 Pressure Variation Low,압축 낮음,Cylinder 12 Pressure Variation Low,실린더 12의 압축 상태가 너무 낮습니다.
P236E,GENERIC,실린더 12 압력 변동이 높습니다.,Cylinder 12 Pressure Variation High,압력 과다,Cylinder 12 Pressure Variation High,"운전사님, 실린더 12의 압력 변동이 너무 높아요."
P236F,GENERIC,실린더 12 연소 성능,Cylinder 12 Combustion Performance,연소성능,Cylinder 12 Combustion Performance,실린더 12의 연소 성능이 이상입니다.
P2370,GENERIC,연료 부피 조절기 B 제어 회로/단선,Fuel Volume Regulator B Control Circuit/Open,회로 단선,Fuel Volume Regulator B Control Circuit/Open,연료 부피 조절기 B의 제어 회로가 단선되었습니다.
P2371,GENERIC,연료 유닛량 조절기 B 제어 회로 성능 이상,Fuel Volume Regulator B Control Circuit Performance,성능 이상,Fuel Volume Regulator B Control Circuit Performanc...,연료 유닛량 조절기 B의 제어 회로에센서 성능 문제가 발생했습니다.
P2372,GENERIC,연료 볼륨 조절기 B 제어 회로 전압 낮음,Fuel Volume Regulator B Control Circuit Low,회로 전압 낮음,Fuel Volume Regulator B Control Circuit Low,운전 중인 차량의 연료 볼륨 조절기 B 제어 회로에센서 전압이 부족한 상황입니다.
P2373,GENERIC,연료량 조절기 B 제어 회로 전압이 높습니다.,Fuel Volume Regulator B Control Circuit High,연료량 조절기 B 고장,Fuel Volume Regulator B Control Circuit High,운전 중 연료량 조절기 B의 제어 회로에센서 전압이 높아 문제가 발생했습니다.
P2374,GENERIC,터보차저 또는 슈퍼차저 흡기 압력 센서 B 회로,Turbocharger/Supercharger Inlet Pressure Sensor B Circuit,흡기 압력 센서 B,Turbocharger/Supercharger Inlet Pressure Sensor B ...,터보차저 또는 슈퍼차저의 흡기 압력 센서 B 회로에 문제가 발생했습니다.
P2375,GENERIC,터보차저 또는 슈퍼차저 흡기 압력 센서 B 회로 범위/성능 이상,Turbocharger/Supercharger Inlet Pressure Sensor B Circuit Range/Performance,흡기 압력 센서 이상,Turbocharger/Supercharger Inlet Pressure Sensor B ...,터보차저 또는 슈퍼차저의 흡기 압력 센서 B 회로에 문제가 발생했습니다. 범위나 성능이 정상 범위를 벗어난 상태입니다.
P2376,GENERIC,터보차저/슈퍼차저 흡기 압력 센서 B 회로 전압이 낮습니다.,Turbocharger/Supercharger Inlet Pressure Sensor B Circuit Low,센서 B 회로 전압 낮음,Turbocharger/Supercharger Inlet Pressure Sensor B ...,터보차저 또는 슈퍼차저의 흡기 압력 센서 B의 회로 전압이 너무 낮아졌어요. 주의하세요.
P2377,GENERIC,터보차저 또는 슈퍼차저 흡기압 센서 B 회로 전압이 높습니다.,Turbocharger/Supercharger Inlet Pressure Sensor B Circuit High,센서 B 고장,Turbocharger/Supercharger Inlet Pressure Sensor B ...,터보차저나 슈퍼차저의 흡기압 센서 B 회로가 높게 나타났습니다.
P2378,GENERIC,터보차저 또는 슈퍼차저 흡기 압력 센서 B 회로가 간헐적이거나 불규칙합니다.,Turbocharger/Supercharger Inlet Pressure Sensor B Circuit Intermittent/Erratic,센서 B 오류,Turbocharger/Supercharger Inlet Pressure Sensor B ...,터보차저 또는 슈퍼차저의 흡기 압력 센서 B 회로에 문제가 발생했습니다. 간헐적이나 불규칙한 동작이 있습니다.
P2379,GENERIC,엔진 뱅크 2의 센서 2 산소 센서가 감속 중 범위를 벗어났습니다.,O2 Sensor Out of Range During Deceleration Bank 2 Sensor 2,범위 이상,O2 Sensor Out of Range During Deceleration Bank 2 ...,운전 중 엔진 뱅크 2의 센서 2 산소 센서가 감속 중 범위를 벗어났다는 알림이 있습니다.
P237A,GENERIC,_BANK 1 센서 2 산소 센서 배기 샘플 오류,O2 Sensor Exhaust Sample Error Bank 1 Sensor 2,산소센서오류,O2 Sensor Exhaust Sample Error Bank 1 Sensor 2,뱅크 1의 센서 2 산소 센서에센서 배기 샘플 오류가 발생했습니다.
P237B,GENERIC,뱅크 2의 센서 2 산소 센서 배출 샘플 오류,O2 Sensor Exhaust Sample Error Bank 2 Sensor 2,O2센서오류,O2 Sensor Exhaust Sample Error Bank 2 Sensor 2,뱅크 2에센서 센서 2가 감지한 배기가스 샘플에 문제가 발생했습니다.
P237C,GENERIC,배기열교환기 배회로 밸브 A 제어 회로/단선,Exhaust Heat Exchanger Exhaust Bypass Valve A Control Circuit/Open,밸브 A 오류,Exhaust Heat Exchanger Exhaust Bypass Valve A Cont...,배기열교환기의 배회로 밸브 A가 제어 회로나 단선 문제를 발생시켰습니다.
P237D,GENERIC,배기열교환기 배ypass 밸브 A 제어 회로 전압 낮음,Exhaust Heat Exchanger Exhaust Bypass Valve A Control Circuit Low,회로 전압 낮음,Exhaust Heat Exchanger Exhaust Bypass Valve A Cont...,배기열 교환기의 배ypass 밸브 A 제어 회로에센서 입력전압이 낮게 측정되었습니다.
P237E,GENERIC,배기 히트 교환기 배기 바이패스 밸브 A 제어 회로 전압 높음,Exhaust Heat Exchanger Exhaust Bypass Valve A Control Circuit High,밸브 제어회로 고장,Exhaust Heat Exchanger Exhaust Bypass Valve A Cont...,배기 히트 교환기의 배기 바이패스 밸브 A 제어 회로에센서 전압이 너무 높습니다.
P237F,GENERIC,배기열 교환기 배ypass 밸브 A 제어 성능 이상,Exhaust Heat Exchanger Exhaust Bypass Valve A Control Performance,밸브 성능 이상,Exhaust Heat Exchanger Exhaust Bypass Valve A Cont...,배기열 교환기의 배ypass 밸브 A가 정상적으로 작동하지 않습니다.
P2380,GENERIC,EGR 센서 D 회로,EGR Sensor D Circuit,회로 문제,EGR Sensor D Circuit,EGR 센서 D 회로 관련 문제가 발생했습니다.
P2381,GENERIC,EGR 센서 회로 전압이 높습니다.,EGR Sensor D Circuit High,EGR 고장,EGR Sensor D Circuit High,"운전 중인 경우, EGR 센서의 회로 전압이 부적절하게 높아요."
P2382,GENERIC,EGR 센서 D 회로 전압이 낮음,EGR Sensor D Circuit Low,EGR 센서 D 저전압,EGR Sensor D Circuit Low,"운전 중이시라면, EGR 센서 D의 입력 전압이 너무 낮게 측정되었습니다."
P2383,GENERIC,EGR 센서 D 회로 범위/성능 이상,EGR Sensor D Circuit Range/Performance,EGR 센서 이상,EGR Sensor D Circuit Range/Performance,"운전 중이시라면 주의하셔야 합니다, EGR 센서 D 회로에센서 범위나 성능 문제가 발생했습니다."
P2384,GENERIC,EGR 센서 회로의 간헐적인 문제 발생했습니다.,EGR Sensor D Circuit Intermittent,EGR 센서 문제,EGR Sensor D Circuit Intermittent,운전 중이신가요? EGR 센서의 회로에센서 간헐적인 문제가 생겼습니다.
P2385,GENERIC,EGR 센서 E 회로,EGR Sensor E Circuit,EGR 센서,EGR Sensor E Circuit,EGR 센서 E 회로 관련 문제가 발생했습니다.
P2386,GENERIC,EGR 센서 E 회로 전압 높음,EGR Sensor E Circuit High,EGR 센서 고장,EGR Sensor E Circuit High,운전 중이신가요? EGR 센서 E의 회로 전압이 너무 높아 오류 코드 P2386이 발생했습니다.
P2387,GENERIC,EGR 센서 E 회로 전압이 낮습니다.,EGR Sensor E Circuit Low,EGR 센서 E 회로 저항,EGR Sensor E Circuit Low,"운전 중이시라면 주의하세요, EGR 센서 E의 입력값이 너무 낮아 오류가 발생했습니다."
P2388,GENERIC,EGR 센서 E 회로 범위/성능 이상,EGR Sensor E Circuit Range/Performance,EGR 센서 오류,EGR Sensor E Circuit Range/Performance,EGR 센서 E 회로의 범위 또는 성능이 이상이 발생했습니다.
P2389,GENERIC,EGR 센서 E 회로가 간헐적으로 작동합니다.,EGR Sensor E Circuit Intermittent,EGR 센서 문제,EGR Sensor E Circuit Intermittent,운전 중이시라면 EGR 센서 E의 회로에센서 문제가 발생했습니다. 확인 후 조치를 취해주십시오.
P238A,GENERIC,연료 내 수분 센서 B 회로,Water in Fuel Sensor B Circuit,수분 센서 B,Water in Fuel Sensor B Circuit,연료 내의 수분을 감지하는 센서 B의 회로 문제가 발생했습니다.
P238B,GENERIC,연료 중의 수분 센서 B 회로 범위/성능 이상,Water in Fuel Sensor B Circuit Range/Performance,수분 센서 이상,Water in Fuel Sensor B Circuit Range/Performance,"연료 시스템에센서 수분이 감지되었으며, 연료 중의 수분 센서 B 회로가 정상 범위를 벗어났습니다."
P238C,GENERIC,연료 중의 수분 센서 B 회로 전압 낮음,Water in Fuel Sensor B Circuit Low,수분 센서 B 오류,Water in Fuel Sensor B Circuit Low,연료 시스템에센서 센서 B가 감지한 수분 관련 문제입니다. 연료에 물이 섞여 있는 것을 확인하시고 가능한 한 빨리 해결해 주세요.
P238D,GENERIC,연료 속의 수분 센서 B 회로 전압 높음,Water in Fuel Sensor B Circuit High,수분 센서 이상,Water in Fuel Sensor B Circuit High,연료 내에 있는 수분을 감지하는 센서 B의 회로에센서 입력값이 너무 높습니다.
P238E,GENERIC,연료 내 수분 센서 B 회로 간헐적 오작동,Water in Fuel Sensor B Circuit Intermittent,연료 수분 센서 B 문제,Water in Fuel Sensor B Circuit Intermittent,연료 내 수분 센서 B의 회로에센서 간헐적인 문제가 발생했습니다.
P238F,GENERIC,연료 내 물 상태 - 센서 B,Water in Fuel Condition - Sensor B,연료 수분,Water in Fuel Condition - Sensor B,연료 안에센서의 수분이 감지되었습니다. 센서 B가 해당 조건을 알려주고 있습니다.
P2390,GENERIC,디젤 흡기 공기 유닛량 제어 회로/단선,Diesel Intake Air Flow B Control Circuit/Open,흡기 공기 유닛량 문제,Diesel Intake Air Flow B Control Circuit/Open,디젤 엔진의 흡기 공기 유닛량 제어 관련 회로가 단선되었습니다.
P2391,GENERIC,디젤 흡기 공기 유닛량 제어 성능 이상,Diesel Intake Air Flow B Control Performance,흡기 공기 유닛량 이상,Diesel Intake Air Flow B Control Performance,디젤 엔진의 흡기 공기 유닛량 제어 시스템이 정상 범위를 벗어났습니다.
P2392,GENERIC,디젤 흡기 공기 유닛량 제어 회로 전압 낮음,Diesel Intake Air Flow B Control Circuit Low,흡기공기유닛량저항,Diesel Intake Air Flow B Control Circuit Low,디젤 엔진의 흡기 공기 유닛량 제어 회로에센서 전압이 너무 낮습니다.
P2393,GENERIC,디젤 흡기 공기 유닛량 제어 회로 전압 높음,Diesel Intake Air Flow B Control Circuit High,흡기 공기 유닛량 이상,Diesel Intake Air Flow B Control Circuit High,디젤 엔진의 흡기 공기 유닛량 제어 회로에센서 전압이 너무 높게 측정되었습니다.
P2394,GENERIC,디젤 흡기 공기 유닛량 제어가 열린 채 고착되었습니다.,Diesel Intake Air Flow B Control Stuck Open,흡기 고장,Diesel Intake Air Flow B Control Stuck Open,디젤 엔진의 흡기 공기 유닛량 제어 장치가 열려 있는 상태로 고착된 것으로 보이네요. 확인 후 처리해 주세요.
P2395,GENERIC,디젤 흡기 공기 유닛량 제어가 닫힌 채 고착되었습니다.,Diesel Intake Air Flow B Control Stuck Closed,흡기 고장,Diesel Intake Air Flow B Control Stuck Closed,디젤 엔진의 흡기 공기 유닛량 제어 장치가 닫힌 상태에센서 고착되어 있습니다.
P2396,GENERIC,디젤 흡기 공기 유닛량 B 위치 센서 회로,Diesel Intake Air Flow B Position Sensor Circuit,흡기공기유닛량센서,Diesel Intake Air Flow B Position Sensor Circuit,디젤 엔진의 흡기 공기 유닛량 B 위치 센서 회로에 문제가 발생했습니다.
P2397,GENERIC,디젤 흡기 공기 유닛량 B 위치 센서 범위/성능 이상,Diesel Intake Air Flow B Position Sensor Range/Performance,센서 오류,Diesel Intake Air Flow B Position Sensor Range/Per...,디젤 엔진의 흡기 공기 유닛량 B 위치 센서가 정상 범위를 벗어났습니다.
P2398,GENERIC,디젤 흡기 공기 유닛량 B 위치 센서 회로 전압 낮음,Diesel Intake Air Flow B Position Sensor Circuit Low,전압 낮음,Diesel Intake Air Flow B Position Sensor Circuit L...,디젤 엔진의 흡기 공기 유닛량 B 위치 센서의 회로 전압이 너무 낮습니다.
P2399,GENERIC,디젤 흡기 공기 유닛량 B 위치 센서 회로 전압 높음,Diesel Intake Air Flow B Position Sensor Circuit High,센서 전압 이상,Diesel Intake Air Flow B Position Sensor Circuit H...,디젤 엔진의 흡기 공기 유닛량 B 위치 센서 회로에센서 전압이 높아졌습니다.
P239A,GENERIC,디젤 흡기 공기 유닛량 B 위치 센서 회로가 간헐적 또는 불규칙하게 작동합니다.,Diesel Intake Air Flow B Position Sensor Circuit Intermittent/Erratic,센서 오류,Diesel Intake Air Flow B Position Sensor Circuit I...,디젤 흡기 공기 유닛량 B 위치 센서 회로에센서 문제가 발생했습니다. 이는 센서의 간헐적이나 불규칙한 동작을 의미합니다.
P239B,GENERIC,디젤 흡기 공기 유닛량 제어 모듈터 전류 범위/성능 이상,Diesel Intake Air Flow B Control Motor Current Range/Performance,유닛량 모듈터 이상,Diesel Intake Air Flow B Control Motor Current Ran...,디젤 엔진의 흡기 공기 유닛량 제어 모듈터가 정상 작동 범위를 벗어났습니다.
P239C,GENERIC,디젤 흡기 공기 유닛량 제어 시스템에센서 과도한 공기가 감지되었습니다.,Diesel Intake Air Flow B Control System - High Air Flow Detected,흡기 공기 유닛량 과다,Diesel Intake Air Flow B Control System - High Air...,디젤 엔진의 흡기 공기 유닛량이 높게 측정되어 이상이 감지된 상황입니다. 주의하시고 점검을 받아보세요.
P239D,GENERIC,디젤 흡기 공기 유닛량 제어 시스템에센서 공기 유닛량이 낮게 감지되었습니다.,Diesel Intake Air Flow B Control System - Low Air Flow Detected,공기 유닛량 낮음,Diesel Intake Air Flow B Control System - Low Air ...,디젤 엔진의 흡기 공기 유닛량이 적게 측정되었어요. 이 문제가 계속되면 전문가에게 상담해 주세요.
P239E,GENERIC,뱅크 1의 센서 2 산소 센서가 감속 중 범위를 벗어났습니다.,O2 Sensor Out of Range During Deceleration Bank 1 Sensor 2,산소 센서 이상,O2 Sensor Out of Range During Deceleration Bank 1 ...,운전 중 뱅크 1의 센서 2 산소 센서에센서 문제가 발생했습니다. 감속 중에 범위를 벗어난 것으로 보입니다.
P239F,GENERIC,브레이크를 밟을 때 뱅크 2의 센서 2가 범위에센서 벗어났습니다.,O2 Sensor Out of Range During Deceleration Bank 2 Sensor 2,O2센서 이상,O2 Sensor Out of Range During Deceleration Bank 2 ...,운전 중 브레이크를 밟는 동안 뱅크 2에 있는 산소 센서 2가 정상 범위를 벗어난 것으로 보입니다. 주의해주세요.
P23A0,GENERIC,뱅크 1의 센서 2 산소 센서 배기 샘플링 오류,O2 Sensor Exhaust Sample Error Bank 1 Sensor 2,배기 오류,O2 Sensor Exhaust Sample Error Bank 1 Sensor 2,뱅크 1의 센서 2 산소 센서에센서 배기 샘플링 오류가 발생했습니다.
P23A1,GENERIC,뱅크 2 산소 센서 2 배기 샘플 오류,O2 Sensor Exhaust Sample Error Bank 2 Sensor 2,배기오류,O2 Sensor Exhaust Sample Error Bank 2 Sensor 2,뱅크 2의 산소 센서 2에센서 배기 샘플링 에러가 발생했습니다.
P23A2,GENERIC,배기열 교환기 배ypass 밸브 제어 회로/단선,Exhaust Heat Exchanger Exhaust Bypass Valve B Control Circuit/Open,배ypass 밸브 단선,Exhaust Heat Exchanger Exhaust Bypass Valve B Cont...,배기열 교환기의 배ypass 밸브 제어 회로가 단선되었습니다.
